id,speaker,views,tags,,,,,,,,,
2401,Tim Harford,2349194,"success,cognitive science,composing,psychology,music,innovation,potential,work,creativity,collaboration",,,,,,,,,
2402,Aomawa Shields,1503063,"extraterrestrial life,Planets,universe,space,computers,education,astronomy,exploration,future,women,children,life,technology,art,TED Fellows",,,,,,,,,
2403,Sebastian Wernicke,1442431,"intelligence,algorithm,brain,decision-making,TEDx,media,technology,data",,,,,,,,,
2404,David Sedlak,1001507,"chemistry,industrial design,population,public health,water,TEDx,innovation,infrastructure,engineering,urban planning,future,climate change,environment,sustainability,design,global issues",,,,,,,,,
2405,James Veitch,17754596,"comedy,curiosity,humor,technology,communication",,,,,,,,,
2406,Melvin Russell,957155,"faith,law,crime,TEDx,violence,security,policy,big problems,community,peace,society",,,,,,,,,
2407,Achenyo Idachaba,1696751,"water,Africa,product design,innovation,potential,botany,women in business,environment,sustainability,nature,green,agriculture,plants,creativity,materials,business",,,,,,,,,
2409,Jill Heinerth,1444956,"robots,TEDYouth,water,exploration,curiosity,science,climate change,environment,sustainability,nature,green,ecology,plants,adventure,technology",,,,,,,,,
2410,Sean Follmer,1381576,"industrial design,invention,computers,product design,TEDx,innovation,potential,engineering,future,design,creativity,materials,technology,collaboration",,,,,,,,,
2411,Oscar Schwartz,749944,"poetry,TEDYouth,literature,computers,composing,AI,algorithm,TEDx,language,creativity,identity,technology,writing",,,,,,,,,
2412,Jill Farrant,1313237,"chemistry,weather,biotech,water,Africa,genetics,biology,food,potential,science,microbiology,botany,climate change,environment,sustainability,nature,garden,agriculture,bioethics,plants,global issues",,,,,,,,,
2413,Yanis Varoufakis,2186115,"capitalism,money,finance,economics,investment,activism,United States,politics,leadership,democracy,Europe,global issues,business,government,big problems,society",,,,,,,,,
2414,David Gruber,1824031,"submarine,mission blue,neuroscience,oceans,photography,water,biology,fish,exploration,science,environment,nature,biodiversity,life,adventure,beauty",,,,,,,,,
2415,Elizabeth Lev,1444057,"Christianity,God,museums,visualizations,culture,religion,history,creativity,art,beauty,painting",,,,,,,,,
2416,Tania Simoncelli,1047649,"pharmaceuticals,Debate,biotech,cancer,law,public health,genetics,health,health care,medicine,medical research,TEDx,activism,innovation,leadership,policy,science,nature,technology,government,society",,,,,,,,,
2417,Linda Liukas,1582640,"programming,code,computers,software,web,education,product design,algorithm,TEDx,future,parenting,design,creativity,storytelling,technology,Internet",,,,,,,,,
2418,Melati and Isabel Wijsen,1183134,"plastic,youth,consumerism,pollution,oceans,education,activism,global development,future,environment,sustainability,materials,big problems",,,,,,,,,
2419,Auke Ijspeert,1755337,"robots,biotech,invention,neuroscience,physics,biology,biomechanics,innovation,engineering,future,animals,nature,design,technology",,,,,,,,,
2420,Judson Brewer,7328486,"obesity,mindfulness,addiction,TEDMED,cognitive science,mental health,mind,neuroscience,meditation,illness,health,brain,motivation,decision-making,personal growth,curiosity,choice,science,nature",,,,,,,,,
2423,Dambisa Moyo,1419064,"capitalism,money,finance,china,economics,United States,leadership,democracy,policy,global development,future,global issues,business,government,society",,,,,,,,,
2424,Andrés Ruzo,906791,"South America,chemistry,geology,motivation,exploration,science,environment,nature,bioethics,ecology,adventure,beauty",,,,,,,,,
2425,Pardis Sabeti,1151188,"pandemic,ebola,disease,illness,public health,Africa,genetics,health,medicine,medical research,innovation,humanity,science,future,global issues,big problems",,,,,,,,,
2426,Matthew Williams,1063482,"sports,play,health,self,disability,motivation,TEDx,personal growth,bullying,potential,social change,inequality,identity,community",,,,,,,,,
2427,Mike Velings,1171660,"consumerism,mission blue,oceans,fish,innovation,food,environment,sustainability,biodiversity,ecology,global issues,business,big problems",,,,,,,,,
2428,Dorothy Roberts,987314,"sociology,Slavery,law,race,disease,illness,public health,health,health care,medicine,medical research,activism,social change,inequality,big problems,society",,,,,,,,,
2429,Jocelyne Bloch,2101105,"Surgery,mind,neuroscience,health,medicine,medical research,brain,science",,,,,,,,,
2430,Gregory Heyworth,750582,"archaeology,literature,books,computers,library,ancient world,TEDx,culture,history,science,creativity,technology,society",,,,,,,,,
2431,Audrey Choi,1648628,"finance,social change,sustainability,business",,,,,,,,,
2432,Caleb Harper,1561646,"open-source,Vaccines,chemistry,virus,ebola,biotech,water,software,education,biomechanics,innovation,food,potential,science,engineering,future,botany,climate change,environment,sustainability,nature,green,garden,agriculture,ecology,design,technology,collaboration,data",,,,,,,,,
2433,Ivan Coyote,1528367,"gender,Gender spectrum,LGBT,Transgender,TEDx,social change,future,design,storytelling,identity",,,,,,,,,
2434,Thomas Peschak,882441,"mission blue,conservation,oceans,photography,water,science and art,fish,exploration,curiosity,future,environment,sustainability,animals,nature,biodiversity,ecology,adventure,global issues,beauty",,,,,,,,,
2435,Celeste Headlee,7656591,"interview,TEDx,personal growth,language,communication",,,,,,,,,
2436,Russ Altman,1563687,"pharmaceuticals,complexity,TEDMED,depression,illness,health,health care,medicine,medical research,innovation,potential,curiosity,science,Internet,big problems,data",,,,,,,,,
2437,Magda Sayeg,1235138,"TEDYouth,street art,public spaces,entertainment,creativity,materials,community,beauty",,,,,,,,,
2438,Shonda Rhimes,2990260,"work-life balance,television,family,motivation,decision-making,culture,personal growth,work,parenting,children,creativity,identity,writing",,,,,,,,,
2439,Allan Adams,2140484,"cosmos,universe,space,astronomy,physics,exploration,curiosity,science,nature,technology",,,,,,,,,
2440,Raffaello D'Andrea,2305485,"flight,drones,invention,demo,future,design,creativity,technology,beauty",,,,,,,,,
2441,Al Gore,1578007,"weather,alternative energy,energy,science,climate change",,,,,,,,,
2442,Dalia Mogahed,2319157,"Islam,faith,culture,United States,politics",,,,,,,,,
2443,Travis Kalanick,1545843,"cars,Brand,transportation,mobility,pollution,invention,software,china,economics,investment,web,india,innovation,potential,entrepreneur,cities,future,environment,sustainability,green,technology,business,Internet,society",,,,,,,,,
2445,Mary Bassett,1059029,"AIDS,virus,TEDMED,race,disease,illness,public health,Africa,health,health care,medicine,medical research,United States,social change,inequality,global issues,government,big problems",,,,,,,,,
2447,Joe Gebbia,1957291,"behavioral economics,privacy,relationships,economics,product design,culture,innovation,potential,social change,entrepreneur,urban planning,future,design,technology,business,collaboration,community",,,,,,,,,
2448,Reshma Saujani,3198972,"programming,code,computers,software,education,motivation,personal growth,innovation,potential,social change,inequality,future,women,children,teaching",,,,,,,,,
2449,Alexander Betts,800230,"failure,economics,fear,disaster relief,potential,security,politics,social change,Europe,policy,refugees,future,global issues,government,big problems,Middle East",,,,,,,,,
2451,Casey Gerald,1113681,"faith,God,capitalism,education,social change,inequality,business,big problems,community,society",,,,,,,,,
2452,Tshering Tobgay,1855792,"happiness,alternative energy,goal-setting,pollution,Buddhism,world cultures,economics,innovation,politics,leadership,humanity,democracy,global development,future,climate change,environment,sustainability,nature,green,trees,ecology,global issues,government,big problems,beauty",,,,,,,,,
2453,Adam Foss,1642132,"law,race,education,compassion,decision-making,criminal justice,social change,choice,leadership,inequality,policy,government,big problems,society",,,,,,,,,
2454,Mileha Soneji,836424,"simplicity,mobility,illusion,invention,empathy,family,india,product design,motivation,TEDx,innovation,curiosity,design,creativity",,,,,,,,,
2455,Latif Nasser,2189051,"paleontology,evolution,biology,ancient world,curiosity,history,science,environment,animals,nature,life,ecology",,,,,,,,,
2456,Arthur Brooks,1102697,"philosophy,capitalism,Debate,economics,politics,social change,leadership,democracy,policy,identity,global issues,business,collaboration,government,big problems,community,society",,,,,,,,,
2457,Jessica Ladd,1197650,"sex,crime,software,interface design,product design,activism,innovation,violence,social change,women,design,big problems,TED Fellows",,,,,,,,,
2458,Tim Urban,13055322,"online video,productivity,goal-setting,mind,visualizations,time,brain,decision-making,comedy,choice,work,entertainment,humor,writing,Internet",,,,,,,,,
2459,Meron Gribetz,1529986,"cyborg,augmented reality,prediction,invention,neuroscience,computers,interface design,Senses,product design,demo,visualizations,brain,innovation,potential,engineering,entrepreneur,design,creativity,technology",,,,,,,,,
2460,Astro Teller,2222944,"invention,failure,product design,motivation,potential,exploration,leadership,engineering,future,design,creativity,global issues,technology,collaboration,big problems",,,,,,,,,
2461,Alex Kipman,2058953,"microsoft,NASA,prediction,invention,computers,interface design,product design,visualizations,innovation,potential,exploration,engineering,future,design,creativity,technology,communication",,,,,,,,,
2462,Siyanda Mohutsiwa,973846,"Africa,potential,politics,leadership,democracy,global development,future,identity,global issues,Internet,government,community",,,,,,,,,
2463,Angélica Dass,1873068,"Brazil,Slavery,race,photography,visualizations,culture,social change,humanity,design,creativity,identity,global issues,art,community,society,beauty",,,,,,,,,
2464,Linus Torvalds,2239641,"programming,code,invention,interview,computers,web,engineering,technology,communication,Internet,data",,,,,,,,,
2465,Haley Van Dyck,948434,"programming,code,health care,innovation,potential,leadership,future,technology,Internet,government,big problems,society",,,,,,,,,
2466,Danielle Feinberg,2553083,"magic,programming,code,computers,film,visualizations,science,design,entertainment,technology,art,beauty",,,,,,,,,
2467,Paula Hammond,1388143,"nanoscale,biotech,invention,cancer,disease,genetics,health,medicine,medical research,biomechanics,science,engineering,microbiology,technology,big problems",,,,,,,,,
2468,Tabetha Boyajian,2601923,"extraterrestrial life,Planets,NASA,universe,astronomy,exploration,science,nature,technology",,,,,,,,,
2469,Carol Fishman Cohen,1507130,"work-life balance,success,economics,TEDx,culture,personal growth,work,business",,,,,,,,,
2470,Knut Haanaes,1688209,"success,goal-setting,motivation,innovation,potential,curiosity,work,creativity,business",,,,,,,,,
2471,Lisa Nip,1440850,"Planets,intelligence,evolution,biology,TEDx,innovation,bacteria,potential,exploration,science,engineering,future,microbiology,environment,nature",,,,,,,,,
2472,Dan Gross,1081214,"marketing,goal-setting,Debate,law,guns,activism,violence,social change,choice,leadership,policy,future,parenting,children,government,big problems,community",,,,,,,,,
2473,Juan Enriquez,1948019,"conservation,genetics,DNA,evolution,biology,brain,potential,history,humanity,science,future,environment,sustainability,nature,biodiversity,life,global issues",,,,,,,,,
2474,Adam Grant,5787786,"success,invention,failure,motivation,decision-making,personal growth,innovation,potential,exploration,curiosity,leadership,work,creativity,business",,,,,,,,,
2475,Parag Khanna,864215,"transportation,mobility,map,pollution,world cultures,economics,investment,visualizations,innovation,war,potential,infrastructure,politics,social change,history,inequality,humanity,policy,global development,engineering,urban planning,future,environment,green,urban,global issues,collaboration,communication,Internet,government,big problems,community,society",,,,,,,,,
2476,Stephen Petranek,1346122,"industrial design,NASA,rocket science,transportation,TED Books,prediction,solar system,Mars,population,space,invention,architecture,potential,exploration,humanity,science,engineering,future,climate change,environment,life,global issues,technology",,,,,,,,,
2477,Hugh Evans,1327646,"live music,goal-setting,social media,activism,politics,social change,leadership,inequality,humanity,policy,future,climate change,identity,global issues,collaboration,communication,government,big problems,community",,,,,,,,,
2478,Robert Palmer,1000973,"money,law,corruption,poverty,economics,investment,activism,inequality,news,identity,global issues,business,government,big problems",,,,,,,,,
2479,Mary Norris,1033607,"grammar,composing,language,storytelling,communication,writing,journalism",,,,,,,,,
2480,Christiana Figueres,1005898,"alternative energy,goal-setting,solar,solar energy,population,ebola,pollution,law,motivation,innovation,potential,security,social change,history,leadership,humanity,global development,future,climate change,environment,nature,green,global issues,technology,collaboration,government,big problems,society",,,,,,,,,
2481,"Amanda Palmer, Jherek Bischoff and Usman Riaz",731977,"guitar, live music, music, performance, singer, vocals",,,,,,,,,
2482,Joshua Prager,1474563,"books,meditation,language,aging,humanity,life,storytelling,identity,writing,journalism",,,,,,,,,
2483,Aditi Gupta,1395373,"books,family,education,health,visualizations,activism,women,parenting,children,communication",,,,,,,,,
2484,Kenneth Lacovara,1397976,"paleontology,dinosaurs,geology,universe,ancient world,exploration,history,humanity,science,environment,animals,nature,adventure",,,,,,,,,
2485,Chris Anderson,2025453,"mind,brain,language,speech,communication",,,,,,,,,
2486,Shivani Siroya,1405037,"microfinance,mobility,money,finance,invention,economics,innovation,potential,identity,technology,business,community,society,TED Fellows",,,,,,,,,
2487,R. Luke DuBois,1204302,"illusion,map,performance art,computers,software,composing,visualizations,algorithm,time,culture,media,creativity,identity,Internet,data,art,society",,,,,,,,,
2488,Ameera Harouda,947001,"poverty,film,media,fear,war,violence,security,choice,women,communication,journalism",,,,,,,,,
2489,Michael Metcalfe,1167626,"pollution,money,finance,economics,policy,future,climate change,environment,sustainability,global issues,business,government,big problems",,,,,,,,,
2490,Riccardo Sabatini,1452003,"complexity,biotech,disease,genetics,health,medicine,medical research,machine learning,DNA,biology,potential,choice,humanity,science,future,nature,identity,technology",,,,,,,,,
2491,Carrie Nugent,736792,"asteroid,TED Books,TED Fellows,NASA,discovery,solar system,adventure,global issues,science,nature,astronomy,universe,physics,exploration,space,technology,collaboration",,,,,,,,,
2492,Sarah Gray,1412683,"TEDMED,family,medicine,medical research,death,decision-making,choice,science,parenting,children,life",,,,,,,,,
2493,Alice Rawsthorn,900434,"public health,product design,innovation,history,future,design,communication,journalism,sanitation",,,,,,,,,
2494,Jennifer Kahn,1457288,"morality,Debate,biotech,disease,public health,genetics,health,DNA,innovation,potential,choice,humanity,science,engineering,future,life,bioethics,technology,journalism,society",,,,,,,,,
2495,Uri Hasson,1661157,"relationships,cognitive science,mind,neuroscience,brain,language,speech,science,collaboration,communication",,,,,,,,,
2496,Sanford Biggers,956775,"Buddhism,Slavery,race,Africa,visualizations,motivation,culture,activism,politics,social change,inequality,creativity,identity,global issues,art,society,beauty,TED Fellows",,,,,,,,,
2497,Dan Pallotta,1803322,"relationships,empathy,self,activism,personal growth,potential,social change,identity,technology,collaboration,communication,big problems,community,society",,,,,,,,,
2498,Sangeeta Bhatia,733095,"biotech,cancer,disease,illness,health,health care,medicine,medical research,innovation,potential,science,future,life,technology,big problems",,,,,,,,,
2499,Monica Byrne,860006,"relationships,universe,space,literature,visualizations,death,aging,exploration,humanity,future,entertainment,performance,storytelling,adventure,identity,communication,beauty",,,,,,,,,
2500,Michael Bodekaer,1107263,"invention,interface design,education,virtual reality,product design,demo,visualizations,TEDx,innovation,potential,science,entrepreneur,future,technology,collaboration",,,,,,,,,
2501,Kang Lee,5410238,"body language,psychology,intelligence,motivation,decision-making,parenting,children,teaching,communication",,,,,,,,,
2502,Andrew Pelling,1165150,"biotech,play,hack,invention,innovation,potential,exploration,science,future,design,creativity,materials,technology,collaboration,TED Fellows",,,,,,,,,
2504,Laura Indolfi,1136908,"invention,cancer,disease,illness,health,health care,medicine,medical research,product design,innovation,potential,science,entrepreneur,future,design,big problems,TED Fellows",,,,,,,,,
2505,Sebastian Junger,716875,"depression,pain,mental health,military,film,death,culture,war,violence,social change,leadership,humanity,life,journalism",,,,,,,,,
2506,Toni Mac,1771802,"law,empathy,sex,trafficking,feminism,TEDx,activism,social change,inequality,policy,women,identity,global issues,government,community,society",,,,,,,,,
2507,Trevor Timm,1220115,"corruption,crime,Internet,government,TED Fellows",,,,,,,,,
2508,Lidia Yuknavitch,2036742,"failure,books,self,personal growth,humanity,creativity,identity,writing,beauty",,,,,,,,,
2510,Mariano Sigman,2190204,"cognitive science,mental health,mind,neuroscience,health,self,brain,language,speech,science,future,identity,communication,writing",,,,,,,,,
2511,Zaria Forman,1044943,"oceans,glacier,meditation,water,visualizations,exploration,climate change,sustainability,nature,adventure,big problems,art,beauty",,,,,,,,,
2512,Joseph Ravenell,966035,"race,heart health,men,public health,health,health care,medicine,medical research,activism,potential,community",,,,,,,,,
2513,Adam Driver,2829126,"performance art,theater,military,film,language,war,entertainment,performance,collaboration,communication",,,,,,,,,
2514,Sue Desmond-Hellmann,913566,"disease,illness,public health,HIV,Africa,health,health care,medicine,medical research,innovation,leadership,inequality,future,parenting,global issues,communication,big problems",,,,,,,,,
2515,Samantha Nutt,1039364,"guns,Africa,economics,death,activism,war,violence,security,inequality,humanity,children,global issues,business,big problems,community,society",,,,,,,,,
2516,Norman Lear,994017,"interview,television,family,film,motivation,activism,personal growth,social change,life,entertainment,creativity,identity,communication",,,,,,,,,
2517,Stephen Wilkes,1551086,"photography,water,Africa,visualizations,time,environment,creativity,technology,beauty",,,,,,,,,
2518,Cédric Villani,1536848,"statistics,math,education,intelligence,visualizations,innovation,history,nature,collaboration",,,,,,,,,
2519,Amit Sood,882522,"computers,software,library,Google,museums,big bang,world cultures,visualizations,machine learning,culture,innovation,exploration,history,future,technology,collaboration,Internet,data,art,society,beauty,painting",,,,,,,,,
2520,ShaoLan,1974646,"china,world cultures,family,economics,education,entrepreneur,identity",,,,,,,,,
2521,Negin Farsad,1199844,"terrorism,activism,comedy,religion,social change,entertainment,humor,identity,community,society,TED Fellows",,,,,,,,,
2522,Andrew Youn,1146865,"Africa,poverty,activism,innovation,food,farming,leadership,global development,future,agriculture,global issues,community,society",,,,,,,,,
2523,Sajay Samuel,1097988,"economics,investment,education,TEDx,culture,choice,work,big problems,society",,,,,,,,,
2524,Jamila Raqib,861156,"military,protests,terrorism,war,violence,security,leadership,humanity,global issues,collaboration,communication,big problems,community,society",,,,,,,,,
2525,Tristan Harris,1356634,"interface design,web,social media,product design,motivation,innovation,potential,choice,future,design,technology,communication,Internet",,,,,,,,,
2526,Seema Bansal,1207872,"education,india,potential,policy,global development,children,global issues,communication,community",,,,,,,,,
2527,Chris Milk,792628,"film,composing,virtual reality,visualizations,media,innovation,future,entertainment,technology,collaboration,communication,art,beauty",,,,,,,,,
2528,Keolu Fox,785862,"genetics,health,health care,medicine,medical research,activism,inequality,science,big problems,community,society,TED Fellows",,,,,,,,,
2529,Elise Roy,1127067,"Senses,disability,TEDx,personal growth,innovation,design,collaboration,communication,society",,,,,,,,,
2530,Brian Little,3806941,"psychology,self,humanity,humor,identity,personality,communication",,,,,,,,,
2531,Tom Hulme,1347655,"product design,architecture,potential,public spaces,cities,urban planning,environment,urban,design,community,society",,,,,,,,,
2532,Michael Murphy,1087371,"public health,architecture,public spaces,materials,Africa,health care,beauty,United States,design,engineering,humanity,social change,collaboration,community,inequality,society",,,,,,,,,
2533,Blaise Ag�era y Arcas,1317744,"demo,intelligence,visualizations,AI,algorithm,machine learning,science and art,brain,innovation,science,future,collaboration,art,beauty",,,,,,,,,
2534,Wanda Diaz Merced,785467,"astronomy,physics,energy,disability,hearing,innovation,exploration,science,nature,technology,collaboration,data",,,,,,,,,
2535,Gill Hicks,771911,"death,terrorism,compassion,TEDx,activism,violence,social change,humanity,life,identity,global issues,community,society",,,,,,,,,
2536,Prosanta Chakrabarty,946132,"DNA,evolution,biology,fish,time,biomechanics,brain,ancient world,sight,discovery,exploration,curiosity,history,science,environment,animals,nature,biodiversity,life,ecology,TED Fellows",,,,,,,,,
2537,Julia Galef,3049588,"motivation,decision-making,TEDx,personal growth,choice,leadership,identity,collaboration,communication,society",,,,,,,,,
2538,John Legend,1454589,"culture,music,activism,piano,United States,personal growth,singer,prison,criminal justice,vocals,social change,policy,performance,big problems,society",,,,,,,,,
2539,Safwat Saleem,1325322,"media,language,comedy,vocals,fear,bullying,speech,animation,design,humor,identity,communication,Internet,art,society,TED Fellows",,,,,,,,,
2540,Lisa Dyson,1237697,"innovation,food,bacteria,discovery,farming,science,future,microbiology,microbes,natural resources,environment,biosphere,nature,life,agriculture,resources,global issues,technology,business,big problems",,,,,,,,,
2541,Marwa Al-Sabouni,866899,"architecture,disaster relief,religion,war,potential,violence,security,infrastructure,public spaces,social change,refugees,engineering,cities,urban planning,urban,design,identity,collaboration,big problems,community,society,Middle East",,,,,,,,,
2542,Eric Haseltine,1452736,"aging,exploration,curiosity,science",,,,,,,,,
2543,Alexander Betts,2344878,"politics,social change,choice,history,leadership,inequality,humanity,news,democracy,Europe,immigration,policy,refugees,global development,future,identity,global issues,collaboration,communication,government,big problems,community,society",,,,,,,,,
2544,Oded Shoseyov,1181639,"environment, science, technology, design, DNA, biotech, genetics, collaboration, innovation, animals, nature, evolution, biology, future, materials, biomechanics, biodiversity, life, books, plants",,,,,,,,,
2545,Dave Brain,1277132,"cosmos,Planets,universe,extraterrestrial life,microbes,Mars,water,exploration,discovery,data,future,science,TEDx",,,,,,,,,
2546,Shubhendu Sharma,1248492,"science,engineering,development,entrepreneur,cities,urban planning,future,microbiology,botany,microbes,natural resources,environment,sustainability,biosphere,nature,green,garden,trees,urban,ecology,plants,design,TED Fellows",,,,,,,,,
2547,Leila Hoteit,1732569,"work,women,women in business,business,Middle East",,,,,,,,,
2548,Anthony Goldbloom,1819075,"robots,AI,programming,machine learning,productivity,data,intelligence,future,technology,innovation,work,collaboration",,,,,,,,,
2549,Martin Reeves,1599248,"productivity,resources,biology,potential,future,success,innovation,business,work,leadership",,,,,,,,,
2550,James Green,1412856,"NASA,astronomy,universe,physics,microbiology,extraterrestrial life,microbes,solar system,Mars,chemistry,water,nature,life,data,technology,innovation,science",,,,,,,,,
2551,Emma Marris,959282,"climate change,environment,sustainability,biosphere,animals,nature,parenting,children,green,biodiversity,garden,trees,life,agriculture,urban,bioethics,teaching,ecology,plants,resources",,,,,,,,,
2552,Adam Savage,1684580,"design,entertainment,performance,creativity,storytelling,materials,adventure,humor,identity,personality,collaboration,communication,art,community,beauty",,,,,,,,,
2553,Gerard Ryle,982997,"global issues,technology,business,collaboration,communication,writing,Internet,government,big problems,data,journalism,society",,,,,,,,,
2554,Neha Narula,1705842,"web,shopping,capitalism,potential,mobility,computers,software,Internet,data,privacy,future,relationships,technology,global development,business,economics,social change,money,society",,,,,,,,,
2555,Franz Freudenthal,1198002,"heart health,Surgery,South America,engineering,invention,medical research",,,,,,,,,
2556,eL Seed,806165,"art,community,peace,society,beauty,TED Fellows,sanitation,Egypt,Middle East,painting",,,,,,,,,
2557,Ed Boyden,1217720,"biology, biomechanics, innovation, biotech, brain, chemistry, humanity, illness, medical research, nanoscale",,,,,,,,,
2558,Suzanne Simard,2305883,"Beauty, Biodiversity, Biology, Biomechanics, Biosphere, Botany, Communication, Community, Ecology, Environment, Green, Identity, Language, Life, Nature, Plants, Science, Trees",,,,,,,,,
2559,Molly Winter,1460540,"food,water,agriculture,sanitation,farming,nature,design,engineering,health,alternative energy,climate change,environment,activism,energy,green,infrastructure,natural resources,humanity,TEDx,community",,,,,,,,,
2560,Ngozi Okonjo-Iweala,751281,"Africa,potential,mobility,war,women,future,education,goal-setting,global issues,technology,investment,policy,global development,natural resources,business,economics,collaboration,leadership,society,government",,,,,,,,,
2561,Anand Giridharadas,942897,"compassion,humanity,fear,social change,politics,collaboration,history,communication,community,society,identity,democracy,government",,,,,,,,,
2562,Monica Araya,977749,"transportation,nature,law,future,alternative energy,climate change,environment,global issues,innovation,activism,pollution,policy,infrastructure,global development,natural resources,humanity,social change,collaboration,history,communication,community,leadership",,,,,,,,,
2563,Olivier Scalabre,1472508,"industrial design,manufacturing,engineering,product design,technology,innovation,global development,business,economics,work",,,,,,,,,
2565,Timothy Ihrig,1253523,"health care,cancer,choice,aging,compassion,pharmaceuticals,death,medicine,health,self,humanity,economics,TEDx,communication,identity",,,,,,,,,
2566,Sarah Parcak,991711,"culture,TED Prize,exploration,adventure,space,Latin America,world cultures,ancient world,curiosity,conservation,discovery,crowdsourcing,archaeology,global issues,technology,innovation,humanity,history",,,,,,,,,
2567,Rebecca MacKinnon,1018515,"global issues, technology, communication, terrorism, war, web, violence, society, democracy, social media, Internet, Middle East, protests, security, privacy",,,,,,,,,
2568,Gonzalo Vilari�o,426842,"sports,disability,education,personal growth,TEDx,collaboration,community",,,,,,,,,
2569,Laura Boushnak,636004,"military,death,photography,violence,life,TED Fellows,refugees,war,humanity",,,,,,,,,
2570,Sebastian Kraves,1025395,"science, technology, DNA, biotech, innovation, disease, nature, cancer, biology, future, Vaccines, agriculture, farming, molecular biology, forensics",,,,,,,,,
2571,Vanessa Ruiz,1187524,"creativity,medicine,visualizations,beauty,painting,TEDMED,science and art,art,health,science,humanity,history",,,,,,,,,
2572,Christopher Bell,990866,"media,art,marketing,film,toy,women,parenting,children,TEDx,entertainment,communication,inequality,society,identity",,,,,,,,,
2573,Don Tapscott,1757368,"computers,software,Internet,data,privacy,security,future,technology,innovation,business,economics,collaboration,society",,,,,,,,,
2574,Kio Stark,2506506,"anthropology,TED Books,friendship,humanity,personality,communication,community,society",,,,,,,,,
2575,Jonathan Tepperman,932470,"terrorism,law,big problems,security,war,journalism,global issues,policy,politics,collaboration,leadership,society,government",,,,,,,,,
2576,Rainn Wilson,752549,"entertainment, love, relationships, happiness, exploration, adventure, gaming, humor, math, garden, curiosity, funny, farming, personality, friendship",,,,,,,,,
2577,James Veitch,4611112,"comedy,humor,technology,business,communication",,,,,,,,,
2578,Julia Bacha,799308,"peace,war,women,protests,nonviolence,global issues,social change,politics,history,leadership",,,,,,,,,
2579,Sal Khan,2025564,"intelligence,education,children,personal growth,goal-setting,teaching,social change,society",,,,,,,,,
2580,Courtney Martin,1310068,"cities,future,United States,journalism,work-life balance,friendship,relationships,parenting,children,happiness,motivation,personal growth,goal-setting,family,humanity,business,economics,social change,work,money,community,society,identity",,,,,,,,,
2581,David Camarillo,1152512,"design,engineering,invention,health,product design,biomechanics,neuroscience,medical research,children,technology,innovation,science,brain,mental health,TEDx",,,,,,,,,
2582,Julie Lythcott-Haims,2438032,"education,relationships,parenting,children,happiness,success,motivation,personal growth,goal-setting,family,teaching,social change,leadership,society,identity",,,,,,,,,
2583,Michael Shellenberger,1153116,"alternative energy,climate change,environment,global issues,technology,investment,innovation,activism,energy,green,pollution,solar,solar energy,nuclear weapons,nuclear energy,policy,infrastructure,global development,natural resources,fear,social change,society,government",,,,,,,,,
2584,Abigail Marsh,1641293,"science,cognitive science,brain,self,humanity,mental health,empathy,fear,personality,communication,community",,,,,,,,,
2585,David Burkus,1635648,"business,economics,social change,work,women in business,TEDx,money,leadership,inequality,society",,,,,,,,,
2586,Nadia Lopez,998548,"New York,education,social change,future,community,children,leadership,motivation,personal growth,violence,compassion,society,identity,urban,teaching",,,,,,,,,
2587,Eric Liu,782417,"politics,entertainment,collaboration,history,communication,community,leadership,inequality,performance art,society,identity,democracy,government",,,,,,,,,
2588,J.D. Vance,1026090,"economics,cities,community,children,family,capitalism,social change,history,leadership,personal growth,identity,poverty,United States,Addiction",,,,,,,,,
2589,Camille A. Brown,713294,"arts,entertainment,performance,collaboration,innovation,social change,Africa,history,communication,community,dance,race,demo,self,humanity,society,identity,TED Fellows,slavery",,,,,,,,,
2590,Helen Fisher,1533994,"technology,love,relationships,communication,anthropology,personal growth,humanity,compassion,society,Internet,personality",,,,,,,,,
2591,Danny Dorling,1329297,"TEDx,data,economics,global development,humanity,map,population,visualizations",,,,,,,,,
2592,Sam Harris,2275769,"science,technology,invention,innovation,robots,choice,future,history,potential,intelligence,brain,AI,humanity,society,mind,neuroscience,machine learning",,,,,,,,,
2593,Ellen Jorgensen,1314281,"science,technology,engineering,DNA,biotech,genetics,innovation,disease,nature,biology,future,potential,biomechanics,nanoscale,curiosity,virus,molecular biology",,,,,,,,,
2594,Isaac Lidsky,2413153,"choice,success,motivation,personal growth,brain,humanity,identity,fear",,,,,,,,,
2595,John McWhorter,2036771,"education,communication,language,personal growth,online video,writing,world cultures",,,,,,,,,
2596,Sayu Bhojwani,750891,"politics,social change,community,leadership,United States,motivation,society,identity,democracy,government,immigration",,,,,,,,,
2597,Ione Wells,989192,"social change,communication,community,activism,social media,Internet,journalism,violence,sex",,,,,,,,,
2598,Pico Iyer,1444084,"illusion,aging,personal growth,intelligence,self,adventure,humanity,writing,identity",,,,,,,,,
2599,Adam de la Zerda,954863,"cancer,medicine,medical research,medical imaging,TEDx,science,technology,innovation,health,brain,illness,chemistry,neuroscience",,,,,,,,,
2600,Alyssa Monks,1080448,"death,art,life,aging,beauty,cancer,family,TEDx,painting",,,,,,,,,
2601,Jim Hemerling,1697752,"business,collaboration,innovation,communication,leadership,success,work,motivation,potential",,,,,,,,,
